id,nom,prenom,civilite,adresse,ville,zipcode,num_tel,email,regime,date_naiss,date_effect,conjointbirthdate,nbrenfants,source,birthdatechild1,birthdatechild2,birthdatechild3,birthdatechild4,birthdatechild5,dcr,soin_medical,hospitalisation,optique,dentaire
12176,Bertrand,Alexandre,M,126 Rue République,Toulouse,31000,0609251029,alexandre.bertrand31@gmail.com,Régime général,01/04/1954,03/09/2025,,0,web,,,,,,31/08/2025 00:00:00,MOYEN,MOYEN,MAXI,MAXI
12177,David,Françoise,Mme,192 Rue Victor Hugo,Strasbourg,67000,0658466636,françoise_david78@laposte.net,Régime général,21/10/1994,11/09/2020,,1,web,11/09/2016,,,,,02/07/2020 00:00:00,MAXI,ECO,ELEVE,MOYEN
12178,Muller,Nicolas,M,150 Rue des Fleurs,Boulogne-Billancourt,92100,0640341526,nicolasmuller@free.fr,Régime général,02/07/1962,02/03/2024,,2,web,07/12/1999,27/11/2002,,,,27/01/2024 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
12179,Mercier,Émilie,M,24 Rue des Fleurs,Le Havre,76600,0695542538,emilie.mercier@free.fr,Régime général,06/10/1989,17/11/2021,14/11/1988,0,web,,,,,,19/08/2021 00:00:00,MOYEN,MOYEN,MOYEN,ELEVE
12180,Lopez,Valérie,M,47 Rue de la Paix,Reims,51100,0714250697,valerie.lopez@yahoo.fr,Régime général,08/11/1971,27/08/2021,,2,web,16/09/2010,13/03/2018,,,,23/08/2021 00:00:00,ECO,ELEVE,ELEVE,ELEVE
12181,Mercier,Sylvie,M,5 Rue des Fleurs,Saint-Étienne,42000,0616109960,sylvie_mercier@gmail.com,Régime général,06/09/1972,28/06/2019,,2,web,18/03/2015,08/01/1999,,,,20/05/2019 00:00:00,ECO,MOYEN,MAXI,MOYEN
12182,Garcia,Annie,M,192 Rue des Fleurs,Nantes,44000,0673101820,annie_garcia44@laposte.net,Régime général,10/01/1959,26/01/2020,21/02/1958,1,web,03/01/2019,,,,,13/01/2020 00:00:00,ELEVE,ECO,MAXI,MAXI
12183,Dupont,Corinne,Mme,49 Rue des Fleurs,Grenoble,38000,0679671809,corinnedupont@hotmail.fr,Régime CFE,05/09/1988,09/12/2023,,4,PROGES,14/04/2018,05/08/2021,28/11/2019,24/04/2013,,11/11/2023 00:00:00,ELEVE,ELEVE,MOYEN,MAXI
12184,Gauthier,Nicole,Mme,82 Rue Nationale,Lyon,69001,0685645201,nicolegauthier99@free.fr,Régime général,24/09/1948,01/04/2023,05/01/1952,0,MH-32MC,,,,,,24/03/2023 00:00:00,ELEVE,MAXI,ELEVE,MAXI
12185,Morel,Valérie,Mme,116 Rue Victor Hugo,Montreuil,93100,0731965987,valeriemorel57@gmail.com,Régime général,21/12/1956,30/09/2023,13/05/1955,3,web,06/04/2020,04/03/2017,07/02/2005,,,13/07/2023 00:00:00,ELEVE,ELEVE,ELEVE,MOYEN
12186,Lopez,Sébastien,Mme,127 Rue Nationale,Lyon,69001,0710512315,sebastien.lopez@sfr.fr,Régime TNS,27/03/1948,10/09/2025,,1,MH50-Eric,11/01/2012,,,,,11/07/2025 00:00:00,MAXI,MOYEN,MAXI,MAXI
12187,Gauthier,Marie,Mme,45 Rue des Fleurs,Bordeaux,33000,0609176392,marie.gauthier@yahoo.fr,Régime général,20/11/1959,04/04/2023,,2,web,25/05/2001,24/03/2000,,,,12/01/2023 00:00:00,ELEVE,MAXI,MOYEN,MOYEN
12188,Lopez,Eric,M,96 Rue République,Lille,59000,0682484139,eric_lopez@sfr.fr,Alsace-Moselle,27/07/1989,27/03/2021,,0,Celibataire_45_Eric,,,,,,03/03/2021 00:00:00,MOYEN,ECO,MOYEN,MAXI
12189,Robert,Vincent,M,73 Rue Nationale,Lille,59000,0789547426,vincent_robert76@laposte.net,Régime général,22/11/1994,08/03/2022,,0,web,,,,,,19/12/2021 00:00:00,MAXI,ECO,MAXI,MOYEN
12190,Durand,Véronique,M,81 Rue Nationale,Nantes,44000,0713857840,veronique.durand@orange.fr,Régime général,13/04/1999,01/05/2021,,0,web,,,,,,05/02/2021 00:00:00,MOYEN,MAXI,ELEVE,MAXI
12191,Lambert,Laurent,Mme,43 Rue République,Lille,59000,0692747011,laurent.lambert22@gmail.com,Régime TNS,18/01/1967,03/11/2020,19/04/1966,1,MH-32MC,19/10/1997,,,,,28/08/2020 00:00:00,ELEVE,MAXI,MOYEN,MOYEN
12192,Simon,Catherine,Mme,200 Rue Victor Hugo,Grenoble,38000,0779085211,catherinesimon@gmail.com,Alsace-Moselle,14/03/1987,26/10/2019,,1,web,14/07/2005,,,,,19/08/2019 00:00:00,ELEVE,ECO,MOYEN,ELEVE
12193,Nicolas,Marie,M,94 Rue Victor Hugo,Paris,75001,0684610258,marienicolas@orange.fr,Régime général,22/12/2000,07/01/2022,,0,web,,,,,,21/12/2021 00:00:00,ECO,MOYEN,MOYEN,MAXI
12194,Dupont,Bernard,M,138 Rue Nationale,Reims,51100,0659434596,bernard.dupont@laposte.net,Régime général,03/07/1990,30/10/2024,,1,MH2,25/03/2019,,,,,08/08/2024 00:00:00,MOYEN,ELEVE,ELEVE,MAXI
12195,Clement,Eric,M,161 Rue République,Dijon,21000,0615037597,eric.clement@free.fr,Régime général,16/07/1956,14/04/2023,,0,web,,,,,,31/01/2023 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
12196,Muller,Brigitte,Mme,82 Rue Victor Hugo,Boulogne-Billancourt,92100,0677329960,brigittemuller72@gmail.com,Hors sécu,02/10/1946,18/07/2024,21/05/1945,0,web,,,,,,30/05/2024 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
12197,Legrand,Françoise,Mme,102 Rue Victor Hugo,Bordeaux,33000,0632573990,françoise.legrand21@gmail.com,Régime général,19/10/2001,05/12/2024,11/01/2002,0,MH-80,,,,,,28/11/2024 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
12198,Girard,Christian,M,169 Rue Nationale,Montpellier,34000,0734159803,christiangirard@sfr.fr,Régime général,01/06/1944,22/12/2023,17/07/1943,0,web,,,,,,27/11/2023 00:00:00,ECO,MOYEN,ECO,MAXI
12199,Lefevre,Jacques,Mme,76 Rue Nationale,Villeurbanne,69100,0744436848,jacques.lefevre2@sfr.fr,Régime général,28/06/1975,02/05/2025,,0,web,,,,,,02/04/2025 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
12200,David,Marc,Mme,49 Rue République,Nantes,44000,0770844697,marc_david@free.fr,Régime général,01/09/1985,06/04/2020,,3,web,12/03/2006,14/03/2003,25/12/2009,,,29/03/2020 00:00:00,MAXI,ELEVE,MAXI,ELEVE
12201,Fontaine,Véronique,Mme,141 Rue Nationale,Reims,51100,0642180170,veronique_fontaine@yahoo.fr,Régime TNS,20/06/1961,19/01/2021,13/10/1965,0,web,,,,,,24/10/2020 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
12202,Garnier,Olivier,Mme,182 Rue République,Le Havre,76600,0630424244,olivier.garnier42@orange.fr,Régime général,23/06/1944,25/01/2023,09/08/1944,1,web,06/06/2022,,,,,20/01/2023 00:00:00,MOYEN,MAXI,MAXI,MAXI
12203,Lefebvre,Marie,Mme,183 Rue de la Paix,Villeurbanne,69100,0662251735,marie.lefebvre@laposte.net,Régime général,02/11/2005,03/06/2024,,0,web,,,,,,10/03/2024 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
12204,Fournier,Vincent,M,140 Rue Victor Hugo,Nantes,44000,0666515626,vincent_fournier@hotmail.fr,Régime agricole,18/02/1972,26/05/2021,05/07/1967,0,PROGES,,,,,,26/02/2021 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
12205,Rousseau,Sandrine,M,93 Rue Victor Hugo,Le Havre,76600,0733529500,sandrine.rousseau@gmail.com,Alsace-Moselle,26/06/1974,05/02/2023,,2,web,01/05/2019,01/05/2020,,,,01/12/2022 00:00:00,MAXI,ELEVE,ECO,MOYEN
12206,Moreau,Valérie,Mme,80 Rue de la Paix,Montreuil,93100,0759101181,valerie.moreau74@yahoo.fr,Régime général,27/12/1956,29/11/2019,,3,web,26/03/1994,25/11/2011,15/04/2003,,,14/11/2019 00:00:00,MOYEN,ECO,MOYEN,MAXI
12207,Dumont,Bruno,M,84 Rue Victor Hugo,Nice,06000,0668647150,brunodumont@yahoo.fr,Régime général,27/11/1969,12/04/2024,,0,MH-12M,,,,,,24/01/2024 00:00:00,ELEVE,MAXI,ELEVE,MOYEN
12208,David,Nathalie,Mme,188 Rue Victor Hugo,Le Havre,76600,0763973738,nathaliedavid58@laposte.net,Régime TNS,02/05/1973,06/02/2022,,4,web,26/01/2017,20/02/1998,16/09/2015,25/06/2003,,16/12/2021 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
12209,Dumont,Bernard,Mme,77 Rue République,Villeurbanne,69100,0724181797,bernarddumont@sfr.fr,Régime général,09/02/1960,12/05/2024,17/03/1965,0,web,,,,,,07/03/2024 00:00:00,ELEVE,MOYEN,MOYEN,ELEVE
12210,Roussel,Marie,Mme,111 Rue République,Reims,51100,0615046654,marie_roussel25@sfr.fr,Régime général,15/02/1989,18/02/2021,,0,web,,,,,,04/02/2021 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
12211,David,Catherine,Mme,79 Rue de la Paix,Saint-Étienne,42000,0648983635,catherine_david@sfr.fr,Régime général,13/10/1964,03/03/2024,,3,ERIC,20/12/2023,08/04/2002,08/08/2020,,,08/02/2024 00:00:00,MAXI,MAXI,ELEVE,MOYEN
12212,Lefebvre,Vincent,M,187 Rue des Fleurs,Angers,49000,0728785167,vincent.lefebvre@yahoo.fr,Régime général,07/06/1979,15/10/2021,,1,MH-50M-Eric,25/12/2015,,,,,20/09/2021 00:00:00,ELEVE,ECO,ELEVE,MOYEN
12213,Dubois,Nicole,Mme,40 Rue de la Paix,Rennes,35000,0664361594,nicoledubois@gmail.com,Hors sécu,14/11/1958,16/06/2025,28/09/1957,2,MH50-Eric,17/08/2000,24/04/2006,,,,11/05/2025 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
12214,Bonnet,Nicole,M,142 Rue Nationale,Strasbourg,67000,0722301373,nicole_bonnet@laposte.net,Régime général,04/12/1960,05/03/2023,16/11/1964,3,MH2,02/08/2013,17/02/2007,13/04/2005,,,16/01/2023 00:00:00,MOYEN,MAXI,MAXI,ELEVE
12215,Martin,Alexandre,M,121 Rue République,Rennes,35000,0747598193,alexandremartin@free.fr,Alsace-Moselle,26/08/1981,17/02/2021,,2,web,09/04/2016,05/03/2013,,,,18/01/2021 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
12216,Martin,Christophe,M,125 Rue de la Paix,Bordeaux,33000,0689488549,christophe_martin@hotmail.fr,Régime général,17/11/1955,03/11/2023,,0,web,,,,,,28/10/2023 00:00:00,MOYEN,ELEVE,ELEVE,MAXI
12217,Lefebvre,Chantal,M,92 Rue République,Lille,59000,0713508685,chantal.lefebvre87@hotmail.fr,Régime général,18/01/1980,12/03/2024,,1,MH80,14/09/2021,,,,,28/02/2024 00:00:00,MOYEN,ECO,MAXI,MAXI
12218,Robert,Marc,Mme,165 Rue Victor Hugo,Le Havre,76600,0678862170,marcrobert13@sfr.fr,Régime agricole,04/11/1947,09/10/2025,,0,web,,,,,,14/07/2025 00:00:00,ECO,ELEVE,MAXI,ELEVE
12219,Mathieu,Chantal,M,54 Rue de la Paix,Saint-Denis,93200,0756317764,chantalmathieu58@hotmail.fr,Régime général,07/04/1989,26/07/2023,,1,MH-80,27/05/2010,,,,,25/07/2023 00:00:00,ECO,ECO,MAXI,MAXI
12220,Petit,Sophie,M,106 Rue des Fleurs,Le Havre,76600,0779313109,sophie.petit@gmail.com,Régime général,15/09/1951,17/01/2024,,1,web,16/07/2001,,,,,14/01/2024 00:00:00,MAXI,ELEVE,MOYEN,MAXI
12221,Mercier,Corinne,Mme,167 Rue de la Paix,Villeurbanne,69100,0676007608,corinne_mercier55@yahoo.fr,Régime général,10/01/1991,14/06/2023,,2,MH-80,22/04/2014,09/10/2017,,,,10/06/2023 00:00:00,ECO,MOYEN,MOYEN,MAXI
12222,Lopez,Thierry,Mme,55 Rue Victor Hugo,Lille,59000,0727198535,thierrylopez@sfr.fr,Hors sécu,03/06/2000,18/09/2022,,2,web,12/08/2022,26/04/2019,,,,18/09/2022 00:00:00,ELEVE,MAXI,ELEVE,ECO
12223,Laurent,Patricia,M,11 Rue de la Paix,Le Havre,76600,0619845509,patricia_laurent20@orange.fr,Hors sécu,20/12/1966,18/05/2022,27/09/1969,0,web,,,,,,27/02/2022 00:00:00,MOYEN,MAXI,MAXI,MOYEN
12224,Dubois,Jacqueline,Mme,120 Rue Nationale,Marseille,13001,0666370645,jacquelinedubois@sfr.fr,Régime agricole,28/07/1939,31/08/2019,,0,web,,,,,,28/06/2019 00:00:00,MAXI,ECO,MOYEN,MAXI
12225,Dubois,Eric,Mme,159 Rue Victor Hugo,Reims,51100,0671460001,eric.dubois@free.fr,Régime général,10/11/1950,12/07/2021,,0,MH-80,,,,,,11/05/2021 00:00:00,ELEVE,ELEVE,MAXI,MAXI
12226,André,Laetitia,M,172 Rue République,Paris,75001,0771207355,laetitiaandre@laposte.net,Régime général,04/08/1954,17/03/2020,16/10/1950,2,web,25/01/2000,18/10/2000,,,,22/12/2019 00:00:00,MAXI,MOYEN,ELEVE,ECO
12227,Lopez,Laurent,Mme,110 Rue République,Toulon,83000,0655101897,laurentlopez@sfr.fr,Régime général,26/07/1982,07/04/2019,09/05/1980,1,web,21/01/2016,,,,,01/02/2019 00:00:00,MOYEN,ELEVE,MOYEN,ELEVE
12228,Vincent,Christine,Mme,174 Rue Victor Hugo,Nîmes,30000,0629755399,christinevincent@laposte.net,Régime général,09/09/1957,24/06/2021,,0,MH-30M,,,,,,03/05/2021 00:00:00,MOYEN,MAXI,MAXI,ELEVE
12229,Mathieu,Gérard,Mme,154 Rue Nationale,Lille,59000,0610475986,gerardmathieu@yahoo.fr,Régime général,22/08/1982,17/06/2023,28/07/1980,0,Celibataire_45_Eric,,,,,,09/05/2023 00:00:00,ELEVE,ELEVE,MAXI,MAXI
12230,Laurent,Julien,M,171 Rue République,Montreuil,93100,0735762744,julien_laurent74@orange.fr,Régime général,26/06/1956,07/04/2025,28/02/1956,0,Celibataire_45_Eric,,,,,,28/01/2025 00:00:00,MAXI,MOYEN,MAXI,ELEVE
12231,Guerin,Chantal,Mme,18 Rue Victor Hugo,Reims,51100,0722855346,chantal.guerin@orange.fr,Régime général,12/05/1944,12/05/2021,,0,Celibataire_178_Vital,,,,,,27/04/2021 00:00:00,MOYEN,MAXI,ELEVE,MAXI
12232,Morin,Patricia,Mme,26 Rue Victor Hugo,Montpellier,34000,0714462701,patricia_morin@sfr.fr,Régime général,28/11/1961,21/09/2024,25/05/1959,0,web,,,,,,10/09/2024 00:00:00,MAXI,ELEVE,MAXI,MAXI
12233,Henry,Sandrine,Mme,75 Rue des Fleurs,Dijon,21000,0690356413,sandrinehenry@hotmail.fr,Régime général,25/03/1950,01/02/2021,,0,web,,,,,,13/12/2020 00:00:00,MOYEN,ELEVE,MOYEN,ELEVE
12234,Morin,Jacques,M,49 Rue République,Rennes,35000,0656697264,jacques.morin@orange.fr,Régime général,10/10/1966,17/07/2020,,0,web,,,,,,08/06/2020 00:00:00,ELEVE,ECO,ELEVE,ELEVE
12235,Clement,Christian,Mme,136 Rue République,Créteil,94000,0698836306,christianclement@sfr.fr,Régime TNS,11/10/1997,03/02/2019,,0,Celibataire_45_Eric,,,,,,26/01/2019 00:00:00,ELEVE,MOYEN,MOYEN,ECO
12236,David,Audrey,M,34 Rue de la Paix,Strasbourg,67000,0702440774,audreydavid@sfr.fr,Hors sécu,20/08/1973,14/04/2023,10/10/1977,1,web,06/02/2017,,,,,22/01/2023 00:00:00,MOYEN,ELEVE,ECO,ELEVE
12237,Simon,Martine,M,173 Rue de la Paix,Créteil,94000,0706751777,martine_simon90@sfr.fr,Hors sécu,04/10/1993,07/01/2024,22/01/1994,0,MH-42,,,,,,05/01/2024 00:00:00,MOYEN,MOYEN,MAXI,MAXI
12238,Michel,Karine,Mme,89 Rue Nationale,Lille,59000,0725101861,karinemichel@yahoo.fr,Régime général,05/04/1991,15/12/2020,,3,web,21/06/2011,24/05/2009,11/03/2020,,,27/09/2020 00:00:00,ELEVE,MAXI,MOYEN,MAXI
12239,Lefebvre,Vincent,M,123 Rue Victor Hugo,Lyon,69001,0638613159,vincent_lefebvre@sfr.fr,Régime général,15/10/1995,04/04/2022,,1,web,04/07/2021,,,,,02/04/2022 00:00:00,MOYEN,ECO,MOYEN,ELEVE
12240,Leroy,Véronique,M,69 Rue Victor Hugo,Créteil,94000,0666005876,veronique.leroy@laposte.net,Régime général,07/01/2006,07/09/2024,,0,Celibataire_178_Vital,,,,,,30/08/2024 00:00:00,MOYEN,ELEVE,ELEVE,MAXI
12241,Guerin,Olivier,Mme,147 Rue de la Paix,Créteil,94000,0673483950,olivierguerin@laposte.net,Régime général,18/02/1947,27/04/2023,26/07/1948,0,web,,,,,,23/03/2023 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
12242,Durand,Pierre,M,186 Rue de la Paix,Lille,59000,0683030404,pierredurand@yahoo.fr,Régime général,02/02/1963,05/02/2022,,0,web,,,,,,08/11/2021 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
12243,Laurent,Thomas,M,96 Rue de la Paix,Villeurbanne,69100,0722193349,thomaslaurent@gmail.com,Régime général,01/11/1959,02/03/2020,27/02/1954,0,web,,,,,,01/01/2020 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
12244,Fontaine,Céline,Mme,62 Rue de la Paix,Argenteuil,95100,0782395076,celinefontaine79@laposte.net,Régime agricole,26/02/1996,29/03/2019,,0,fb-mutuelle-senior-mars-1,,,,,,01/01/2019 00:00:00,MOYEN,MAXI,MOYEN,MAXI
12245,Legrand,Delphine,Mme,89 Rue Nationale,Dijon,21000,0656984312,delphine_legrand@yahoo.fr,Régime général,24/09/1997,08/11/2022,,0,web,,,,,,13/10/2022 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
12246,Roux,Philippe,Mme,128 Rue de la Paix,Montreuil,93100,0620443187,philipperoux@gmail.com,Régime général,14/07/1981,17/04/2023,21/04/1985,1,web,04/09/2004,,,,,13/02/2023 00:00:00,MOYEN,MAXI,MOYEN,MAXI
12247,Durand,Catherine,Mme,169 Rue des Fleurs,Boulogne-Billancourt,92100,0640008411,catherine.durand@yahoo.fr,Régime général,08/02/1980,15/12/2024,,2,web,28/05/2001,17/10/2016,,,,16/10/2024 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
12248,Petit,Julien,M,157 Rue de la Paix,Grenoble,38000,0792308451,julien.petit@orange.fr,Régime général,06/11/1986,05/12/2023,24/07/1990,3,web,17/01/2011,12/12/2019,05/10/2019,,,09/11/2023 00:00:00,ECO,ECO,ELEVE,ELEVE
12249,François,Caroline,M,59 Rue Victor Hugo,Nîmes,30000,0787647456,caroline_françois@orange.fr,Alsace-Moselle,24/11/1943,09/04/2020,,0,web,,,,,,01/04/2020 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
12250,Fournier,Sébastien,Mme,121 Rue Nationale,Le Havre,76600,0795495952,sebastien.fournier@gmail.com,Régime TNS,16/09/1980,22/10/2025,,3,web,27/03/2007,12/06/2004,10/06/2001,,,11/09/2025 00:00:00,MOYEN,MOYEN,ELEVE,MOYEN
12251,David,Jean,M,144 Rue Victor Hugo,Lille,59000,0644243357,jean_david@free.fr,Régime général,18/11/1964,26/02/2022,,0,web,,,,,,14/02/2022 00:00:00,ELEVE,MAXI,MAXI,MAXI
12252,Laurent,Patrick,Mme,171 Rue Nationale,Reims,51100,0731343823,patrick_laurent@laposte.net,Régime général,10/05/1959,16/05/2021,,1,MH-42,08/06/2012,,,,,25/04/2021 00:00:00,ELEVE,ELEVE,MOYEN,MAXI
12253,Roussel,Monique,Mme,41 Rue des Fleurs,Angers,49000,0756701142,moniqueroussel@gmail.com,Régime agricole,18/03/1956,14/01/2021,,1,web,14/04/1996,,,,,30/11/2020 00:00:00,MOYEN,MAXI,ELEVE,MOYEN
12254,Girard,Thomas,Mme,195 Rue République,Montpellier,34000,0667041983,thomas.girard26@yahoo.fr,Régime général,04/05/1956,09/09/2023,26/07/1956,0,web,,,,,,25/08/2023 00:00:00,ELEVE,MAXI,MOYEN,MAXI
12255,Guerin,Julie,Mme,42 Rue Victor Hugo,Le Havre,76600,0795294200,julieguerin@sfr.fr,Régime TNS,23/03/1953,29/09/2021,,2,MH-30M,24/05/2004,23/11/2000,,,,22/07/2021 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
12256,André,Christine,Mme,80 Rue de la Paix,Marseille,13001,0670355999,christineandre89@free.fr,Régime TNS,06/11/2001,24/02/2021,,0,web,,,,,,12/02/2021 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
12257,Lopez,Gérard,Mme,81 Rue Victor Hugo,Reims,51100,0774991482,gerard.lopez@gmail.com,Régime TNS,18/05/1974,24/07/2022,05/04/1979,1,web,16/09/2005,,,,,13/05/2022 00:00:00,ELEVE,MOYEN,ELEVE,ECO
12258,Thomas,David,Mme,70 Rue Nationale,Angers,49000,0680478261,davidthomas@sfr.fr,Régime TNS,20/04/1954,01/02/2021,,3,zra-sept,19/05/2002,28/10/2011,03/05/1999,,,10/01/2021 00:00:00,ELEVE,MAXI,MAXI,ELEVE
12259,Rousseau,Nicole,M,59 Rue République,Dijon,21000,0732889976,nicole_rousseau@sfr.fr,Régime général,14/01/1973,06/02/2022,,0,web,,,,,,22/01/2022 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
12260,Gauthier,Monique,M,150 Rue des Fleurs,Rennes,35000,0644407655,moniquegauthier@sfr.fr,Régime général,27/07/1952,24/01/2021,11/06/1952,0,web,,,,,,06/12/2020 00:00:00,ECO,MAXI,ELEVE,MAXI
12261,Dubois,Nathalie,M,113 Rue Victor Hugo,Paris,75001,0741759744,nathalie.dubois@yahoo.fr,Régime général,21/03/1988,19/03/2022,,2,MH-30M,11/11/2012,13/03/2012,,,,21/01/2022 00:00:00,ECO,MAXI,ELEVE,MOYEN
12262,Lefebvre,Monique,M,127 Rue des Fleurs,Reims,51100,0780457604,monique_lefebvre@yahoo.fr,Hors sécu,28/11/1949,10/12/2021,17/04/1952,0,MH-80,,,,,,29/09/2021 00:00:00,ELEVE,ELEVE,MAXI,MAXI
12263,Garcia,Isabelle,M,128 Rue République,Nice,06000,0678289021,isabelle.garcia@laposte.net,Hors sécu,15/08/1980,15/01/2020,15/03/1981,3,web,06/11/2000,16/07/2004,25/04/2005,,,12/01/2020 00:00:00,MAXI,MOYEN,MAXI,MOYEN
12264,Faure,Brigitte,Mme,120 Rue des Fleurs,Montpellier,34000,0678113465,brigitte.faure@gmail.com,Régime général,26/06/1977,07/02/2024,03/07/1978,2,Celibataire_45_Eric,11/11/2002,07/01/2017,,,,17/01/2024 00:00:00,ECO,MAXI,ELEVE,ELEVE
12265,Faure,Thierry,M,15 Rue des Fleurs,Nice,06000,0718329214,thierryfaure16@yahoo.fr,Régime général,09/05/1967,23/08/2020,20/05/1963,2,couple30_54_Eric,28/04/2003,28/01/1995,,,,18/06/2020 00:00:00,ELEVE,ELEVE,MAXI,MAXI
12266,Roux,Nicole,M,105 Rue de la Paix,Boulogne-Billancourt,92100,0630471697,nicole.roux@hotmail.fr,Régime général,02/02/1996,20/10/2020,,0,web,,,,,,05/09/2020 00:00:00,MAXI,ELEVE,ELEVE,ECO
12267,Perrin,Delphine,Mme,157 Rue Victor Hugo,Versailles,78000,0662715077,delphine.perrin50@orange.fr,Régime général,14/12/1969,20/04/2024,18/10/1965,1,web,03/12/2012,,,,,19/03/2024 00:00:00,MOYEN,MOYEN,MAXI,MOYEN
12268,Mercier,Brigitte,M,165 Rue Nationale,Bordeaux,33000,0648413069,brigitte.mercier65@free.fr,Régime général,01/10/1946,18/10/2019,04/06/1948,1,ERIC,10/04/2011,,,,,19/08/2019 00:00:00,MAXI,MOYEN,ECO,MOYEN
12269,Girard,Thierry,M,151 Rue des Fleurs,Reims,51100,0652072860,thierry_girard@orange.fr,Régime général,13/09/1997,29/08/2023,25/03/1997,1,web,20/10/2020,,,,,16/08/2023 00:00:00,MOYEN,MOYEN,ELEVE,MOYEN
12270,Petit,Nathalie,M,31 Rue Nationale,Nîmes,30000,0785033600,nathalie_petit@hotmail.fr,Régime général,19/12/1995,25/03/2019,,2,web,01/09/2016,12/01/2014,,,,21/02/2019 00:00:00,ECO,MOYEN,MAXI,MOYEN
12271,Clement,Vincent,Mme,82 Rue des Fleurs,Toulouse,31000,0622428898,vincent_clement@sfr.fr,Régime général,17/06/1981,26/01/2024,15/06/1983,0,web,,,,,,19/12/2023 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
12272,Richard,Christine,M,179 Rue de la Paix,Rennes,35000,0658301559,christine.richard6@hotmail.fr,Alsace-Moselle,02/09/1958,11/07/2020,18/05/1953,2,web,03/12/2019,16/07/2009,,,,26/06/2020 00:00:00,ELEVE,ELEVE,MOYEN,MAXI
12273,Perrin,Bernard,M,184 Rue République,Nîmes,30000,0743228292,bernard_perrin98@hotmail.fr,Régime général,21/06/1959,16/06/2024,13/12/1963,1,web,27/11/2023,,,,,13/06/2024 00:00:00,ELEVE,MOYEN,MOYEN,MAXI
12274,Martin,Audrey,M,40 Rue Nationale,Boulogne-Billancourt,92100,0755386506,audreymartin@hotmail.fr,Régime général,02/01/1945,04/10/2019,,0,web,,,,,,01/08/2019 00:00:00,MOYEN,MAXI,MAXI,MAXI
12275,Lambert,Caroline,M,27 Rue des Fleurs,Dijon,21000,0654143918,caroline_lambert@laposte.net,Régime général,25/03/1984,14/12/2021,,3,ERIC,20/06/2007,28/11/2015,25/10/2021,,,28/11/2021 00:00:00,MOYEN,ECO,ELEVE,MOYEN
12276,Martinez,Isabelle,Mme,164 Rue République,Bordeaux,33000,0649530460,isabellemartinez95@free.fr,Régime général,12/06/1977,14/03/2025,28/03/1982,2,web,08/11/2019,26/12/2022,,,,28/02/2025 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
12277,Dumont,Alexandre,M,115 Rue Victor Hugo,Nantes,44000,0704349856,alexandre.dumont@sfr.fr,Régime général,13/04/1957,19/12/2022,13/11/1954,2,MH-32MC,18/06/2018,16/06/2010,,,,06/10/2022 00:00:00,ELEVE,ELEVE,MAXI,ECO
12278,Moreau,Julien,Mme,191 Rue de la Paix,Toulon,83000,0707676424,julien.moreau@gmail.com,Régime général,11/02/1995,05/05/2019,10/10/1998,0,MH-60S,,,,,,12/04/2019 00:00:00,MAXI,ECO,ECO,MAXI
12279,Rousseau,Annie,M,146 Rue République,Le Havre,76600,0615987886,annie.rousseau@laposte.net,Régime agricole,20/02/1960,29/09/2023,08/10/1961,3,couple30_54_Vital,19/01/1998,03/02/2023,14/10/2021,,,14/07/2023 00:00:00,ELEVE,MAXI,MAXI,MOYEN
12280,André,Laetitia,Mme,57 Rue Nationale,Villeurbanne,69100,0686370153,laetitia_andre33@sfr.fr,Alsace-Moselle,11/05/1950,15/04/2025,03/02/1952,2,web,12/01/2013,28/11/2004,,,,23/03/2025 00:00:00,MAXI,ELEVE,MAXI,MAXI
12281,Gauthier,Corinne,M,127 Rue des Fleurs,Paris,75001,0749250792,corinne_gauthier@orange.fr,Régime général,03/07/1993,23/08/2020,,3,MH-30M,05/05/2019,14/01/2015,03/03/2019,,,13/08/2020 00:00:00,MOYEN,ELEVE,ELEVE,ELEVE
